id,account,reward_steem,reward_sbd,reward_vests,timestamp
NULL,therealwolf,0,0,250786286,2019-02-03 12:42:06
NULL,ctime,0,0,20062902,2019-02-03 12:42:06
NULL,balte,0,0,214673173,2019-02-03 12:42:06
NULL,kont82,0,0,4012583,2019-02-03 12:42:06
NULL,ubaldonet,134,0,274867321,2019-02-03 12:42:06
NULL,mrclave71,0,0,20063982,2019-02-03 12:42:06
NULL,faucetsteem,0,0,48153676,2019-02-03 12:42:06
NULL,darthgexe,1756,5,3587303777,2019-02-03 12:42:06
NULL,kona,1182,3,2385490489,2019-02-03 12:42:06
NULL,alexcote,955,2,2006297954,2019-02-03 12:42:06
NULL,jwolf,1443,4,3149877171,2019-02-03 12:48:06
NULL,wisher,0,0,66207859,2019-02-03 12:48:06
NULL,beoped,1016,3,4881330515,2019-02-03 12:48:06
NULL,ctime,0,0,10031450,2019-02-03 12:48:06
NULL,craigahamilton,0,0,2006293,2019-02-03 12:48:06
NULL,ctime,0,0,2006290,2019-02-03 12:48:06
NULL,jerrybanfield,0,0,2297202170,2019-02-03 12:48:06
NULL,joeparys,0,0,571792680,2019-02-03 12:48:06
NULL,steemitag,0,0,30094365,2019-02-03 12:48:06
NULL,share2steem,19,0,38119512,2019-02-03 12:48:06
NULL,apix,0,0,28088061,2019-02-03 12:48:06
NULL,kostyantin,7948,25,16178726834,2019-02-03 12:48:06
NULL,ctime,0,0,48150962,2019-02-03 12:48:06
NULL,sneaky-ninja,0,0,2558019884,2019-02-03 12:48:06
NULL,smartmarket,0,0,513610267,2019-02-03 12:48:06
NULL,karen16,0,0,40126127,2019-02-03 12:48:06
NULL,cryptoshack,0,0,4012583,2019-02-03 12:48:06
NULL,double-u,0,0,762397841,2019-02-03 12:48:06
NULL,weirdheadaches,182,0,409295599,2019-02-03 12:48:06
NULL,monajam,225,0,455427987,2019-02-03 12:48:06
NULL,penderis,66,0,162509918,2019-02-03 12:48:06
NULL,keks,87,0,176554574,2019-02-03 12:48:06
NULL,pixelfan,0,0,284893894,2019-02-03 12:48:06
NULL,new-world-steem,0,0,888789049,2019-02-03 12:48:06
NULL,hwan100,0,0,140440355,2019-02-03 12:48:06
NULL,jeenger,73,0,2367475438,2019-02-03 12:48:06
NULL,marcolino76,0,0,138439000,2019-02-03 12:48:06
NULL,minismallholding,2049,5,4654671073,2019-02-03 12:48:06
NULL,cityofstars,72,0,18313462477,2019-02-03 12:48:06
NULL,blto83,0,0,8025160,2019-02-03 12:48:06
NULL,ctime,0,0,184578676,2019-02-03 12:48:06
NULL,appreciator,0,0,12924519992,2019-02-03 12:48:06
NULL,mmmmkkkk311,0,0,832610329,2019-02-03 12:48:06
NULL,nokodemion,0,0,2006289,2019-02-03 12:48:06
NULL,ctime,0,0,8025159,2019-02-03 12:48:06
NULL,simonmaz,0,0,4012701,2019-02-03 12:48:06
NULL,proj.mic,65,0,130421422,2019-02-03 12:48:06
NULL,jordangerder,3288,11,6685068400,2019-02-03 12:48:06
NULL,share2steem,61,0,122383684,2019-02-03 12:48:06
NULL,victor26,0,0,14044272,2019-02-03 12:48:06
NULL,belkisa758,0,0,2006290,2019-02-03 12:48:06
NULL,bolachasmonster,0,0,24077059,2019-02-03 12:48:06
NULL,krasnec,0,0,22069977,2019-02-03 12:48:06
NULL,mikenevitt,704,2,1480643133,2019-02-03 12:48:06
NULL,ctime,0,0,4012579,2019-02-03 12:48:06
NULL,rt395,0,0,12037787,2019-02-03 12:48:06
NULL,taitux,0,0,4012589,2019-02-03 12:48:06
NULL,chesatochi,1415,2,3789979656,2019-02-03 12:48:06
NULL,marpa,0,0,36113536,2019-02-03 12:48:06
NULL,byd,0,0,30094612,2019-02-03 12:48:06
NULL,nikokafka,0,0,180566160,2019-02-03 12:48:06
NULL,ngc,0,0,9176806603,2019-02-03 12:48:06
NULL,lordbutterfly,488,1,1111484760,2019-02-03 12:48:06
NULL,kuestenmaedchen,2022,192,5237985922,2019-02-03 12:48:06
NULL,eduards,0,0,2006294,2019-02-03 12:48:06
NULL,alexanderfluke,0,0,42132092,2019-02-03 12:48:06
NULL,jk6276,0,0,6018898,2019-02-03 12:48:06
NULL,share2steem,1323,4,3886183404,2019-02-03 12:48:06
NULL,sweetsssj,0,0,543970806621,2019-02-03 12:48:06
NULL,jk6276,1201,3,2435635870,2019-02-03 12:48:06
NULL,misterakpan,67,0,142447330,2019-02-03 12:48:06
NULL,cryptospa,11387,36,23088392076,2019-02-03 12:48:06
NULL,blitz,0,0,32100685,2019-02-03 12:48:06
NULL,realprince,0,0,14044033,2019-02-03 12:48:06
NULL,steemersayu907,575,1,1173681050,2019-02-03 12:48:06
NULL,kumapom,0,0,399254592,2019-02-03 12:48:06
NULL,ajlight,0,0,4012602,2019-02-03 12:48:06
NULL,sajkus,0,0,172540965,2019-02-03 12:48:06
NULL,ivanm7,2761,8,5595545506,2019-02-03 12:48:06
NULL,tvlee,1005,3,2050490997,2019-02-03 12:48:06
NULL,ferrate,0,0,16656247602,2019-02-03 12:48:06
NULL,sauravrungta,0,0,928913564,2019-02-03 12:48:06
NULL,eyman84,0,0,16050337,2019-02-03 12:48:06
NULL,jsquare,0,0,104327106,2019-02-03 12:48:06
NULL,sawyn,0,0,6018870,2019-02-03 12:48:06
NULL,genych,0,0,66207698,2019-02-03 12:48:06
NULL,htliao,3640,11,8143534998,2019-02-03 12:53:24
NULL,inciter,0,0,2337327544,2019-02-03 12:53:24
NULL,w88,0,0,2006324,2019-02-03 12:53:24
NULL,fortunedice,226,0,457443750,2019-02-03 12:53:24
NULL,joanstewart,0,0,126398385,2019-02-03 12:53:24
NULL,jensvoigt,0,0,34106968,2019-02-03 12:53:24
NULL,balte,0,0,114358516,2019-02-03 12:53:24
NULL,thenightflier,0,0,1607045740,2019-02-03 12:53:24
NULL,newmanjosue,3310,10,6709035395,2019-02-03 12:53:24
NULL,silver-hammer,0,0,5160181206,2019-02-03 12:53:24
NULL,yusrizakaria,0,0,14044068,2019-02-03 12:53:24
NULL,florenceboens,0,0,28088021,2019-02-03 12:53:24
NULL,svemirac,0,0,2006295,2019-02-03 12:53:24
NULL,bluefox24,0,0,6019203,2019-02-03 12:53:24
NULL,raybrockman,0,0,1031233724,2019-02-03 12:53:24
NULL,nodaji,0,0,8025164,2019-02-03 12:53:24
NULL,aple,64,0,146459398,2019-02-03 12:53:24
NULL,bluerobo,0,0,44138474,2019-02-03 12:53:24
NULL,loveisintheair,0,0,58182873,2019-02-03 12:53:24
NULL,sweetjiyun,0,0,2006400,2019-02-03 12:53:24
NULL,kartiksingh,3273,10,7351078397,2019-02-03 12:53:24
NULL,outtheshellvlog,165,0,343121415,2019-02-03 12:53:24
NULL,jeehun,0,0,174547251,2019-02-03 12:53:24
NULL,offgridlife,87,0,202635275,2019-02-03 12:53:24
NULL,tonpa,0,0,156492658,2019-02-03 12:53:24
NULL,toofasteddie,0,0,140440417,2019-02-03 12:53:24
NULL,entrust,0,0,439377409,2019-02-03 12:53:24
NULL,luckyvotes,0,0,625962337,2019-02-03 12:53:24
NULL,upgoater,0,0,12037737,2019-02-03 12:53:24
NULL,cabbage-dealer,0,0,84264160,2019-02-03 12:53:24
NULL,ctime,0,0,20062895,2019-02-03 12:53:24
NULL,getup,0,0,14044026,2019-02-03 12:53:24
NULL,alliedforces,0,0,46144659,2019-02-03 12:53:24
NULL,stef,0,0,56176107,2019-02-03 12:53:24
NULL,lovejuice,0,0,112352214,2019-02-03 12:53:24
NULL,profitbot,0,0,48150949,2019-02-03 12:53:24
NULL,pwrup,0,0,32100632,2019-02-03 12:53:24
NULL,isotonic,0,0,46144659,2019-02-03 12:53:24
NULL,kakibukit,0,0,48150949,2019-02-03 12:53:24
NULL,mydays,0,0,22069296,2019-02-03 12:53:24
NULL,behelen,0,0,4012581,2019-02-03 12:53:24
NULL,chrissysworld,0,0,208659908,2019-02-03 12:53:24
NULL,ctime,0,0,10031447,2019-02-03 12:53:24
NULL,joannar,0,0,10031805,2019-02-03 12:53:24
NULL,ulockblock,0,0,445396890,2019-02-03 12:53:24
NULL,investmentreport,0,0,80251583,2019-02-03 12:53:24
NULL,coinbaogao,0,0,88276741,2019-02-03 12:53:24
NULL,crypto-report,748,2,1518761210,2019-02-03 12:53:24
NULL,slempase,0,0,190599571,2019-02-03 12:53:24
NULL,deanliu,279,0,8637185803,2019-02-03 12:53:24
NULL,teofilex11,0,0,367157757,2019-02-03 12:53:24
NULL,mproxima,0,0,6019088,2019-02-03 12:53:24
NULL,djusti,0,0,258811467,2019-02-03 12:53:24
NULL,kouba01,182,0,734303918,2019-02-03 12:53:24
NULL,lager68,4570,14,9744713807,2019-02-03 12:53:24
NULL,ordosjc,0,0,282888696,2019-02-03 12:53:24
NULL,atanas007,0,0,28088240,2019-02-03 12:53:24
NULL,sneaky-ninja,0,0,449408835,2019-02-03 12:53:24
NULL,welovesteemit,0,0,690292668,2019-02-03 12:53:24
NULL,clubfungus,149,0,439385055,2019-02-03 12:53:24
NULL,steemeditor.bot,61,0,720285027,2019-02-03 12:53:24
NULL,sonki999,0,0,5170231200,2019-02-03 12:53:24
NULL,share2steem,161,0,327025179,2019-02-03 12:53:24
NULL,aliny,0,0,48154464,2019-02-03 12:53:24
NULL,evayer,0,0,10031555,2019-02-03 12:53:24
NULL,bid4joy,0,0,70220128,2019-02-03 12:53:24
NULL,levant,2277,6,4614467937,2019-02-03 12:53:24
NULL,tiazakaria,0,0,6018947,2019-02-03 12:53:24
NULL,deanliu,279,0,8637185803,2019-02-03 12:53:24
NULL,upyourpost,0,0,2006289,2019-02-03 12:53:24
NULL,rosatravels,0,0,204643516,2019-02-03 12:53:24
NULL,deanliu,9138,29,5497097713,2019-02-03 12:53:24
NULL,sd974201,0,0,58182424,2019-02-03 12:53:24
NULL,themarkymark,325,0,1364280042,2019-02-03 12:53:24
NULL,kirato,1434,2,2905141745,2019-02-03 12:53:24
NULL,kekos,0,0,282893238,2019-02-03 12:53:24
NULL,richristow,315,0,694214585,2019-02-03 12:53:24
NULL,bitland,488,1,1069398424,2019-02-03 12:53:24
NULL,totopapa,2142,6,4343685561,2019-02-03 12:53:24
NULL,lyndsaybowes,46,0,882782949,2019-02-03 12:53:24
NULL,vasigo,0,0,2006295,2019-02-03 12:53:24
NULL,inspiringquotes,38,0,104327171,2019-02-03 12:53:24
NULL,kawaiicrush,0,0,6069048565,2019-02-03 12:53:24
NULL,yennarido,25,0,52164209,2019-02-03 12:53:24
NULL,ctime,0,0,22069181,2019-02-03 12:53:24
NULL,ctime,0,0,86270435,2019-02-03 12:53:24
NULL,ocdb,0,0,27040765884,2019-02-03 12:53:24
NULL,sijun,0,0,790478082,2019-02-03 12:53:24
NULL,penghuren,0,0,16050315,2019-02-03 12:53:24
NULL,cheneats,0,0,22069190,2019-02-03 12:53:24
NULL,exec,0,0,20062902,2019-02-03 12:53:24
NULL,shares,78,0,158496845,2019-02-03 12:53:24
NULL,oflyhigh,0,0,3264238942,2019-02-03 12:53:24
